dr_no,date_rptd,date_occ,time_occ,area,area_name,rpt_dist_no,part_1_2,crm_cd,crm_cd_desc,mocodes,vict_age,vict_sex,vict_descent,premis_cd,premis_desc,weapon_used_cd,weapon_desc,status,status_desc,crm_cd_1,location,lat,lon
221904123,2022-01-04T00:00:00,2022-01-04T00:00:00,1000,19,Mission,1995,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1259,17,M,B,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,237,14500 BLYTHE ST,34.2152,-118.4488
221304196,2022-01-04T00:00:00,2022-01-04T00:00:00,1530,13,Newton,1324,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0446 0553,12,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1300 E 22ND ST,34.0216,-118.2531
221004171,2022-01-04T00:00:00,2022-01-04T00:00:00,0800,10,West Valley,1088,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1601 0444,2,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,4700 NOELINE AV,34.156,-118.4901
221004169,2022-01-04T00:00:00,2022-01-04T00:00:00,0800,10,West Valley,1088,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1601 0444,3,M,W,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,4700 NOELINE AV,34.156,-118.4901
221104177,2022-01-05T00:00:00,2022-01-04T00:00:00,1500,11,Northeast,1169,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0444 0319 1258 0552,12,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,200 S AVENUE 52,34.1046,-118.1981
221904331,2022-01-05T00:00:00,2022-01-04T00:00:00,1810,19,Mission,1967,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0448 0552 1259 0913 0408,16,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,14000 REMINGTON ST,34.2448,-118.4382
220504193,2022-01-05T00:00:00,2022-01-01T00:00:00,0001,05,Harbor,0555,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0553 0408 0416,14,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,500 BONITA ST,33.7478,-118.2879
221104178,2022-01-05T00:00:00,2022-01-04T00:00:00,1500,11,Northeast,1169,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0552 0319 1258,12,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,200 S AVENUE 52,34.1046,-118.1981
221304170,2022-01-05T00:00:00,2022-01-04T00:00:00,1530,13,Newton,1324,2,922,CHILD STEALING,0602 0913,33,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,922,1300 E 22ND ST,34.0216,-118.2531
220500510,2022-01-06T00:00:00,2022-01-06T00:00:00,0955,05,Harbor,0557,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0553 0400 0913,7,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,600 S CABRILLO AV,33.7388,-118.2946
220105410,2022-01-07T00:00:00,2022-01-07T00:00:00,1500,01,Central,0166,2,814,CHILD PORNOGRAPHY,1402 0514 1501,40,M,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,814,600 WALL ST,34.0435,-118.2471
220204351,2022-01-07T00:00:00,2022-01-07T00:00:00,2300,02,Rampart,0237,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1259 0400 0419 0429 0401 0913 0360,17,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1600 CORTEZ ST,34.0673,-118.2607
221704180,2022-01-07T00:00:00,2022-01-07T00:00:00,0830,17,Devonshire,1727,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1822 0429 1309 1402 0416 1259,14,M,O,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,TAMPA AV,34.2663,-118.5551
220304264,2022-01-07T00:00:00,2022-01-06T00:00:00,1130,03,Southwest,0305,2,813,CHILD ANNOYING (17YRS & UNDER),1822 1259 0529,12,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,813,2500 W VIEW ST,34.0333,-118.3481
222004252,2022-01-07T00:00:00,2022-01-07T00:00:00,0400,20,Olympic,2058,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0552 0913,0,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,237,900 MAGNOLIA AV,34.055,-118.2866
220304335,2022-01-08T00:00:00,2022-01-08T00:00:00,1430,03,Southwest,0356,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0416 0552 0913 1257 1309,0,M,B,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,235,1600 W JEFFERSON BL,34.0255,-118.3042
221804382,2022-01-09T00:00:00,2022-01-09T00:00:00,0800,18,Southeast,1846,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1251 1258 0416 2034 1801 0913,7,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1200 E 115TH ST,33.9303,-118.2532
221004292,2022-01-09T00:00:00,2022-01-09T00:00:00,1715,10,West Valley,1047,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0913 0360,2,M,O,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,237,WHITE OAK AV,34.176,-118.5183
220904266,2022-01-09T00:00:00,2022-01-08T00:00:00,1120,09,Van Nuys,0933,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0416 0446,16,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,14500 CALVERT ST,34.1816,-118.4487
222004315,2022-01-09T00:00:00,2022-01-07T00:00:00,1840,20,Olympic,2049,2,922,CHILD STEALING,0400 0552 0913 0358 2038,4,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,922,2900 FRANCIS AV,34.0568,-118.2891
220204764,2022-01-10T00:00:00,2022-01-10T00:00:00,1630,02,Rampart,0211,2,922,CHILD STEALING,0913 0602 0553,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,922,600 N ALEXANDRIA AV,34.0812,-118.2981
220204763,2022-01-10T00:00:00,2022-01-10T00:00:00,1630,02,Rampart,0211,2,922,CHILD STEALING,0913 0602 0553,0,X,X,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,922,600 N ALEXANDRIA AV,34.0812,-118.2981
221604311,2022-01-10T00:00:00,2022-01-10T00:00:00,0001,16,Foothill,1693,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1257,4,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,7700 LAUREL CANYON BL,34.2121,-118.4021
220304382,2022-01-10T00:00:00,2022-01-10T00:00:00,0030,03,Southwest,0398,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0552 0913 1258 1309 1240 1310,8,M,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,237,HOOVER ST,34.0037,-118.2872
221804492,2022-01-10T00:00:00,2022-01-10T00:00:00,1600,18,Southeast,1826,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1822 1258 1251,10,F,H,402,MARKET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,103RD ST,33.9432,-118.2462
221104354,2022-01-11T00:00:00,2022-01-10T00:00:00,1320,11,Northeast,1138,2,237,CHILD NEGLECT (SEE 300 W.I.C.),2002 0552,15,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,237,5900 MESA AV,34.1146,-118.1937
221004382,2022-01-11T00:00:00,2022-01-11T00:00:00,1610,10,West Valley,1023,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,0528 1402 1257 1822,3,F,W,109,PARK/PLAYGROUND,,,AO,Adult Other,760,6700 WILBUR AV,34.1921,-118.5447
220704353,2022-01-11T00:00:00,2022-01-11T00:00:00,1000,07,Wilshire,0734,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1257 0400,0,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,237,500 S FULLER AV,34.0657,-118.3542
221004380,2022-01-11T00:00:00,2022-01-11T00:00:00,1610,10,West Valley,1023,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1402 1257 1822 0528,6,M,H,109,PARK/PLAYGROUND,,,AO,Adult Other,760,6700 WILBUR AV,34.1921,-118.5447
221204586,2022-01-11T00:00:00,2022-01-11T00:00:00,2030,12,77th Street,1256,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0416 0913 1251 0602 0359 0552 1259,17,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,600 W 73RD ST,33.9737,-118.2844
221004383,2022-01-11T00:00:00,2022-01-11T00:00:00,1610,10,West Valley,1023,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1402 1822 1257 0528,0,F,W,109,PARK/PLAYGROUND,,,AO,Adult Other,760,6700 WILBUR AV,34.1921,-118.5447
221000516,2022-01-11T00:00:00,2022-01-11T00:00:00,1620,10,West Valley,1023,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1257 0528 1822,0,F,H,109,PARK/PLAYGROUND,,,AO,Adult Other,760,6700 WILBUR AV,34.1921,-118.5447
221404528,2022-01-11T00:00:00,2022-01-11T00:00:00,0830,14,Pacific,1455,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1815 0913 1251 0416 0445 1258 0400 0444,11,F,H,720,JUNIOR HIGH SCHOOL,302,BLUNT INSTRUMENT,IC,Invest Cont,235,12500 BRADDOCK DR,33.9884,-118.4205
221704298,2022-01-11T00:00:00,2022-01-09T00:00:00,2000,17,Devonshire,1721,2,922,CHILD STEALING,0553 1501,34,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,922,22300 JAMES ALAN CIR,34.2589,-118.6132
221004381,2022-01-12T00:00:00,2022-01-11T00:00:00,1610,10,West Valley,1023,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1402 1822 0528 1257,5,M,H,109,PARK/PLAYGROUND,,,AO,Adult Other,760,6700 WILBUR AV,34.1921,-118.5447
220200509,2022-01-12T00:00:00,2022-01-12T00:00:00,1600,02,Rampart,0241,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,0602 0913 0552 0334 1259 1251 1402 2002,16,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",200,KNIFE WITH BLADE 6INCHES OR LESS,AA,Adult Arrest,235,400 S OCCIDENTAL BL,34.0659,-118.2834
221304626,2022-01-13T00:00:00,2022-01-13T00:00:00,2200,13,Newton,1326,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1258 1257 1309 0553 2004 1402 0913,10,M,H,101,STREET,,,AA,Adult Arrest,237,1300 E ADAMS BL,34.0166,-118.2502
221504495,2022-01-13T00:00:00,2022-01-13T00:00:00,0110,15,N Hollywood,1548,2,237,CHILD NEGLECT (SEE 300 W.I.C.),,11,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,11000 MAGNOLIA BL,34.1667,-118.3702
220904451,2022-01-13T00:00:00,2022-01-13T00:00:00,2000,09,Van Nuys,0904,2,814,CHILD PORNOGRAPHY,1258 1901 1402,10,F,H,710,OTHER PREMISE,,,IC,Invest Cont,814,7900 N SEPULVEDA BL,34.2141,-118.4662
220504428,2022-01-13T00:00:00,2022-01-13T00:00:00,1930,05,Harbor,0526,2,813,CHILD ANNOYING (17YRS & UNDER),0319 0531 1258 1822,11,M,H,101,STREET,,,IC,Invest Cont,813,800 N FRIES AV,33.7798,-118.2649
221304662,2022-01-14T00:00:00,2022-01-14T00:00:00,1600,13,Newton,1325,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 1251 0913 0416,14,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1200 E 25TH ST,34.0186,-118.2519
221904524,2022-01-14T00:00:00,2022-01-14T00:00:00,2145,19,Mission,1985,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0556 0913 1259,13,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,14600 RAYEN ST,34.2317,-118.4502
220400511,2022-01-14T00:00:00,2022-01-13T00:00:00,0100,04,Hollenbeck,0456,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0913 1258 0553 0445 1402,7,M,H,501,SINGLE FAMILY DWELLING,301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,2400 FAIRMOUNT ST,34.0521,-118.2045
220204563,2022-01-14T00:00:00,2022-01-08T00:00:00,1200,02,Rampart,0233,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0416 0400 0913 0602 0552 0445 1251,13,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,100 S LA FAYETTE PARK PL,34.0703,-118.2786
222104486,2022-01-15T00:00:00,2022-01-15T00:00:00,2000,21,Topanga,2136,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416,8,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,7500 VARIEL AV,34.2047,-118.5994
221304693,2022-01-15T00:00:00,2022-01-15T00:00:00,2000,13,Newton,1383,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 1240 0416 0446 0552 0216,13,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,5900 S LOS ANGELES ST,33.9879,-118.2705
221304717,2022-01-15T00:00:00,2022-01-15T00:00:00,2355,13,Newton,1373,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0553 0913 0416 1258 0447 0557,13,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,1000 E 52ND PL,33.995,-118.2581
220204621,2022-01-16T00:00:00,2022-01-16T00:00:00,0125,02,Rampart,0237,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0602 0913 0552 2002 1257,4,M,H,102,SIDEWALK,,,AA,Adult Arrest,237,3RD,34.0594,-118.2643
221004526,2022-01-16T00:00:00,2022-01-16T00:00:00,0745,10,West Valley,1063,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1259 0913 1402 0400 1414 1310 0602 0552,15,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,18600 VENTURA BL,34.1698,-118.5386
220704608,2022-01-17T00:00:00,2022-01-17T00:00:00,1350,07,Wilshire,0789,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 1259,16,F,B,119,"PORCH, RESIDENTIAL",212,BOTTLE,AO,Adult Other,627,1900 5TH AV,34.0399,-118.3225
220304776,2022-01-18T00:00:00,2022-01-18T00:00:00,1900,03,Southwest,0377,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0319 0443 0432 0444 1822,15,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1200 W 38TH ST,34.0173,-118.2973
221200527,2022-01-18T00:00:00,2022-01-15T00:00:00,0230,12,77th Street,1241,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 1251 0913 0553 0400 0416,5,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,6300 BRYNHURST AV,33.9829,-118.3338
221904840,2022-01-18T00:00:00,2022-01-14T00:00:00,1600,19,Mission,1918,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0553 1258,9,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,13900 SAYRE ST,34.308,-118.4362
221304801,2022-01-18T00:00:00,2022-01-18T00:00:00,1745,13,Newton,1383,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0444 0913 0446 0553 1258,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,200 E 62ND ST,33.9833,-118.2718
220504573,2022-01-18T00:00:00,2022-01-16T00:00:00,1745,05,Harbor,0509,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1259 0552 0913 0602 0444,17,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,25000 FRAMPTON AV,33.8016,-118.3042
221504689,2022-01-18T00:00:00,2022-01-18T00:00:00,1337,15,N Hollywood,1535,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1257,5,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,11600 HATTERAS ST,34.1758,-118.3845
220704631,2022-01-18T00:00:00,2022-01-15T00:00:00,0900,07,Wilshire,0788,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0400,3,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,4000 W 21ST ST,34.0373,-118.3279
220304843,2022-01-20T00:00:00,2022-01-17T00:00:00,1400,03,Southwest,0356,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0913 0416 0445 0449 0553 1258 1251,6,M,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1400 W 36TH ST,34.0228,-118.3002
222004779,2022-01-20T00:00:00,2022-01-20T00:00:00,1720,20,Olympic,2069,2,237,CHILD NEGLECT (SEE 300 W.I.C.),0553 1257,0,M,B,101,STREET,,,AA,Adult Arrest,237,VERMONT,34.0508,-118.2916
220504741,2022-01-21T00:00:00,2022-01-17T00:00:00,2000,05,Harbor,0504,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 0913 1259 0416 0444 0429 0553,14,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,627,1600 W 208TH ST,33.8419,-118.3066
220504734,2022-01-21T00:00:00,2022-01-21T00:00:00,0830,05,Harbor,0509,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,1258 0400 0416,11,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,24800 FRAMPTON AV,33.7987,-118.2992
220904729,2022-01-21T00:00:00,2022-01-20T00:00:00,1900,09,Van Nuys,0901,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0400 0553 1259 0416,15,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,627,7500 N SEPULVEDA BL,34.2085,-118.4698
220504733,2022-01-21T00:00:00,2022-01-21T00:00:00,0830,05,Harbor,0509,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0602 0913 0552 1258 0400 0416,13,M,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,627,24800 FRAMPTON AV,33.7987,-118.2992
220100515,2022-01-21T00:00:00,2022-01-21T00:00:00,1730,01,Central,0182,2,870,CHILD ABANDONMENT,1258,13,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,870,1000 S HOPE ST,34.0437,-118.2617
221904752,2022-01-21T00:00:00,2022-01-21T00:00:00,0755,19,Mission,1983,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0416 0552 1257,4,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",301,BELT FLAILING INSTRUMENT/CHAIN,AO,Adult Other,627,15100 PARTHENIA ST,34.2282,-118.4611
220204879,2022-01-22T00:00:00,2022-01-22T00:00:00,1015,02,Rampart,0212,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1257 0552 0602 0913 0408,4,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,235,600 N VIRGIL AV,34.0818,-118.2868
221904808,2022-01-22T00:00:00,2022-01-22T00:00:00,2030,19,Mission,1984,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,0447 1258,8,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,627,14900 ROSCOE BL,34.2265,-118.4565
221805008,2022-01-22T00:00:00,2022-01-22T00:00:00,1040,18,Southeast,1823,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1402 2002 0305 0416 0429 0445 2004 1259 1028,17,M,H,108,PARKING LOT,301,BELT FLAILING INSTRUMENT/CHAIN,AA,Adult Arrest,235,AVALON,33.9456,-118.2652
220204878,2022-01-22T00:00:00,2022-01-22T00:00:00,1015,02,Rampart,0212,2,237,CHILD NEGLECT (SEE 300 W.I.C.),1257 0552 0602 0913,3,F,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AA,Adult Arrest,237,600 N VIRGIL AV,34.0818,-118.2868
